sku,name,meta_title
DPI0008,"Ideal Balance Adult Grain Free Natural Chicken & Potato Recipe","Ideal Balance Adult Grain Free Natural Chicken & Potato Recipe"
16865,"Halti Head Collar Purple Large","Halti Head Collar Purple Large"
16866,"Halti Head Collar Purple Extra Large","Halti Head Collar Purple Extra Large"
16867,"Halti Head Collar Purple Extra Extra Large","Halti Head Collar Purple Extra Extra Large"
HALTI4,"Halti Head Collar Purple","Halti Head Collar Purple"
16800,"Check Chain Medium Heavy 45cm","Check Chain Medium Heavy 2.5mm 45cm"
16801,"Check Chain Medium Heavy 50cm","Check Chain Medium Heavy 2.5mm 50cm"
16802,"Check Chain Medium Heavy 55cm","Check Chain Medium Heavy 2.5mm 55cm"
16803,"Check Chain Medium Heavy 65cm","Check Chain Medium Heavy 2.5mm 65cm"
CCHAIN1,"Check Chain Medium Heavy 2.5mm","Check Chain Medium Heavy 2.5mm"
16804,"Check Chain Extra Heavy 55cm","Check Chain Extra Heavy 3.5mm 55cm"
16805,"Check Chain Extra Heavy 60cm","Check Chain Extra Heavy 3.5mm 60cm"
16806,"Check Chain Extra Heavy 65cm","Check Chain Extra Heavy 3.5mm 65cm"
16807,"Check Chain Extra Heavy 70cm","Check Chain Extra Heavy 3.5mm 70cm"
CCHAIN2,"Check Chain Extra Heavy 3.5mm","Check Chain Extra Heavy 3.5mm"
16813,"Halti Harness Small","Halti Harness Small"
16814,"Halti Harness Medium","Halti Harness Medium"
16815,"Halti Harness Large","Halti Harness Large"
HALTI5,"Halti Harness","Halti Harness"
16550,"Nylon Adjustable Harness Black Small","Nylon Adjustable Harness Black Small"
16551,"Nylon Adjustable Harness Black Medium","Nylon Adjustable Harness Black Medium"
16552,"Nylon Adjustable Harness Black Large","Nylon Adjustable Harness Black Large"
16553,"Nylon Adjustable Harness Black Extra Large","Nylon Adjustable Harness Black Extra Large"
HARNESS1,"Nylon Adjustable Harness Black","Nylon Adjustable Harness Black"
DHF0280,"Frontline Spray 100ml",
16570,"Nylon Adjustable Harness Blue Small","Nylon Adjustable Harness Blue Small"
16571,"Nylon Adjustable Harness Blue Medium","Nylon Adjustable Harness Blue Medium"
DHF0300,"Frontline Spray 250ml",
16572,"Nylon Adjustable Harness Blue Large","Nylon Adjustable Harness Blue Large"
DHF0320,"Frontline Spray 500ml",
DHF028,"Frontline Spray","Frontline Spray"
16573,"Nylon Adjustable Harness Blue Extra Large","Nylon Adjustable Harness Blue Extra Large"
HARNESS2,"Nylon Adjustable Harness Blue","Nylon Adjustable Harness Blue"
16560,"Nylon Adjustable Harness Red Small","Nylon Adjustable Harness Red Small"
16561,"Nylon Adjustable Harness Red Medium","Nylon Adjustable Harness Red Medium"
16562,"Nylon Adjustable Harness Red Large","Nylon Adjustable Harness Red Large"
16563,"Nylon Adjustable Harness Red Extra Large","Nylon Adjustable Harness Red Extra Large"
HARNESS3,"Nylon Adjustable Harness Red","Nylon Adjustable Harness Red"
16580,"Nylon Adjustable Harness Purple Small","Nylon Adjustable Harness Purple Small"
DHS2100,"Scalibor Tick Collar","Scalibor Tick Collar"
16581,"Nylon Adjustable Harness Purple Medium","Nylon Adjustable Harness Purple Medium"
HARNESS4,"Nylon Adjustable Harness Purple","Nylon Adjustable Harness Purple"
CHR002,"Revolution for Cats","Revolution for Cats"
CHR0020,"Revolution for Cats 3pk",
CHR0040,"Revolution For Cats 2.6-7.5kg 6 Pack","Revolution For Cats"
DHR0020,"Revolution Puppy & Kitten up to 2.5kgs 3pk","Revolution for Puppies and Kittens"
DHR0040,"Revolution Dog 2.5kgs-5kgs 3pk",
DHR0060,"Revolution Dog 2.5kgs-5kgs 7 Doses for the Price of 6!                    ",
DHR004,"Revolution Dog 2.5kgs-5kgs ","Revolution Dog "
DHR0080,"Revolution Dog 5.1kgs-10kgs 3pk",
DHR0100,"Revolution Dog 5.1kgs-10kgs 7 Doses for the Price of 6!",
DHR008,"Revolution Dog 5.1kgs-10kgs","Revolution Dog"
DHR0120,"Revolution Dog 10.1kgs-20kgs 3pk",
DHR0140,"Revolution Dog 10.1kgs-20kgs 7 Doses for the Price of 6!",
DHR012,"Revolution Dog 10.1kgs-20kgs","Revolution Dog"
DHR0160,"Revolution Dog 20.1kgs-40kgs 3pk",
DHR0180,"Revolution Dog 20.1kgs-40kgs",
DHR016,"Revolution Dogs 20.1kgs-40kgs","Revolution Dog"
DHC2020,"Comfortis Chewable Flea Tablet  2.3kgs-4.5kgs 6pk","Comfortis Chewable Flea Tablet"
DHC2040,"Comfortis Chewable Flea Tablet 4.6kgs-9kgs 6pk","Comfortis Chewable tablet for Dogs"
DHC2060,"Comfortis Chewable Flea Tablet 9.1kgs-18kgs 6pk","Comfortis Chewable Flea tablet"
DHC2080,"Comfortis Chewable Flea Tablet 18.1kgs-27kgs 6pk","Comfortis Chewable Flea Tablet for Dogs"
DHC2100,"Comfortis Chewable Flea Tablet 27.1kgs-54kgs 6pk","Comfortis Chewable Flea Tablet"
DPB010,"Black Hawk Dog Lamb & Rice","Black Hawk Dog Lamb & Rice"
DPB0100,"Black Hawk Dog Lamb & Rice 3kgs",
DPB0110,"Black Hawk Dog Lamb & Rice 10kgs",
DPB0120,"Black Hawk Dog Lamb & Rice 20kgs",
16582,"Nylon Adjustable Harness Purple Large","Nylon Adjustable Harness Purple Large"
16583,"Nylon Adjustable Harness Purple Extra Large","Nylon Adjustable Harness Purple Extra Large"
16590,"Nylon Adjustable Harness Pink Small","Nylon Adjustable Harness Pink Small"
DPB0060,"Black Hawk Dog Chicken & Rice 3kgs",
16591,"Nylon Adjustable Harness Pink Medium","Nylon Adjustable Harness Pink Medium"
16592,"Nylon Adjustable Harness Pink Large","Nylon Adjustable Harness Pink Large"
DPB0070,"Black Hawk Dog Chicken & Rice 10kgs",
16593,"Nylon Adjustable Harness Pink Extra Large","Nylon Adjustable Harness Pink Extra Large"
HARNESS5,"Nylon Adjustable Harness Pink","Nylon Adjustable Harness Purple"
DPB0080,"Black Hawk Dog Chicken & Rice 20kgs",
DPB006,"Black Hawk Dog Chicken & Rice","Black Hawk Dog Chicken & Rice"
16740,"Padded Nylon Adjustable Harness Black Small","Padded Nylon Adjustable Harness Black Small"
16741,"Padded Nylon Adjustable Harness Black Medium","Padded Nylon Adjustable Harness Black Medium"
16742,"Padded Nylon Adjustable Harness Black Large","Padded Nylon Adjustable Harness Black Extra Large"
16743,"Padded Nylon Adjustable Harness Black Extra Large","Padded Nylon Adjustable Harness Black Extra Large"
HARNESS6,"Padded Nylon AdjustableHarness Black ","Padded Nylon Adjustable Harness Black "
16748,"Padded Nylon Adjustable Harness Blue Small","Padded Nylon Adjustable Harness Blue Small"
16749,"Padded Nylon Adjustable Harness Blue Medium","Padded Nylon Adjustable Harness Blue Medium"
DPB0020,"Black Hawk Puppy Lamb & Rice 3kgs",
16750,"Padded Nylon Adjustable Harness Blue Large","Padded Nylon Adjustable Harness Blue Large"
DPB0030,"Black Hawk Puppy Lamb & Rice 10kgs",
16751,"Padded Nylon Adjustable Harness Blue Extra Large","Padded Nylon Adjustable Harness Blue Extra Large"
HARNESS7,"Padded Nylon Adjustable Harness Blue","Padded Nylon Adjustable Harness Blue"
DPB0040,"Black Hawk Puppy Lamb & Rice 20kgs",
DPB002,"Black Hawk Puppy Lamb & Rice","Black Hawk Puppy Lamb & Rice"
16744,"Padded Nylon Adjustable Harness Red Small","Padded Nylon Adjustable Harness Red Small"
16745,"Padded Nylon Adjustable Harness Red Medium","Padded Nylon Adjustable Harness Red Large"
16746,"Padded Nylon Adjustable Harness Red Large","Padded Nylon Adjustable Harness Red Large"
16747,"Padded Nylon Adjustable Harness Red Extra Large","Padded Nylon Adjustable Harness Red Extra Large"
HARNESS8,"Padded Nylon Adjustable Harness Red","Padded Nylon Adjustable Harness Red"
DPB0140,"Black Hawk Dog Fish & Potato 3kgs",
DPB0150,"Black Hawk Dog Fish & Potato 10kgs",
DPB0160,"Black Hawk Dog Fish & Potato 20kgs",
DPB014,"Black Hawk Dog Fish & Potato","Black Hawk Dog Fish & Potatoe"
34840,"Roadie Safety Car Harness Extra Small","Roadie Safety Car Harness"
34841,"Roadie Safety Car Harness Small","Roadie Safety Car Harness Small"
DPB0500,"Black Hawk Dog Grain Free Chicken & Rice 100g x 12",
34842,"Roadie Safety Car Harness Medium","Roadie Safety Car Harness Medium"
DPB0550,"Black Hawk Dog Grain Free Chicken & Rice 400g x 12",
34843,"Roadie Safety Car Harness Large","Roadie Safety Car Harness Large"
DPB050,"Black Hawk Dog Grain Free Chicken & Rice ","Black Hawk Dog Chicken & Rice"
34844,"Roadie Safety Car Harness Extra Large","Roadie Safety Car Harness Extra Large"
HARNESS9,"Roadie Safety Car Harness","Roadie Safety Car Harness"
DPB0505,"Black Hawk Dog Grain Free Beef 100g x 12",
DPB0555,"Black Hawk Dog Grain Free Beef 400g x 12",
DPB05,"Black Hawk Dog Grain Free Beef","Black Hawk Dog Grain Free Beef"
DPB0510,"Black Hawk Dog Grain Free Lamb 100g x 12",
DPB0560,"Black Hawk Dog Grain Free Lamb 400g x 12",
DPB051,"Black Hawk Dog Grain Free Lamb","Black Hawk Dog Grain Free Lamb"
CPB011,"Black Hawk Holistic Seafood & Rice Feline ","Black Hawk Feline Seafood & Rice"
CPB0110,"Black Hawk Holistic Seafood & Rice Feline 1.5kgs",
CPB0120,"Black Hawk Holistic Seafood & Rice Feline 3kgs",
CPB0010,"Black Hawk Holistic Chicken & Rice Feline 1.5kgs",
CPB0020,"Black Hawk Holistic Chicken & Rice Feline 3kgs",
CPB0040,"Black Hawk Holistic Chicken & Rice Feline 20kgs",
BHFC001,"Black Hawk Holistic Chicken & Rice Feline","Black Hawk Holistic Chicken & Rice"
CPB0310,"Black Hawk Holistic Grain Free Chicken Feline 1.5kgs",
CPB0320,"Black Hawk Holistic Grain Free Chicken Feline 3kgs",
CPB031,"Black Hawk Grain Free Chicken ","Black Hawk Holistic Grain Free Chicken Feline"
DHP1020,"Panoramis Chewable Tablet for Dogs 2.3kgs-4.5kgs","panoramis chewable tablet for dogs"
DHP1040,"Panoramis Chewable Table for Dogs 4.6kgs-9kgs","Panoramis Chewable Tablet for Dogs"
DHP1060,"Panoramis Chewable Tablet for Dogs 9.1kgs-18kgs","Panoramis Chewable Tablet for Dogs"
DHP1080,"Panoramis Chewable Tablet for Dogs 18.1kgs-27kgs","Panoramis Chewable Tablet for Dogs"
DHP1100,"Panoramis Chewable Tablet for Dogs 27.1kgs-45kgs","Panoramis Chewable Tablet for Dogs"
16792,"Puppy Collar Elastic Pink","Puppy Collar Elastic Pink"
16793,"Puppy Collar Elastic Blue ","Puppy Collar Elastic Blue"
16791,"Puppy Collar Suede Black","Puppy Collar Suede Black"
17290,"PETLIFE Fashion Puppy Collar Paisley Pink ","Fashion Puppy Collar Paisley Pink "
17291,"PETLIFE Fashion Puppy Collar Pup That Pink","Fashion Puppy Collar Pup That Pink"
17293,"PETLIFE Fashion Puppy Collar Holky Polky","Fashion Puppy Collar Holky Polky"
17294,"PETLIFE Fashion Puppy Collar Swiss Swatch","Fashion Puppy Collar Swiss Swatch"
17295,"PETLIFE Fashion Puppy Collar Cosmo Black ","Fashion Puppy Collar Cosmo Black"
17297,"PETLIFE Fashion Puppy Collar I See You Puppy ","Fashion Puppy Collar I See You Puppy"
17298,"PETLIFE Fashion Puppy Collar Spring Time","Fashion Puppy Collar Spring Time"
17299,"PETLIFE Fashion Puppy Collar Platinum","Fashion Puppy Collar Platinum"
17300,"Fashion Puppy Collar Golden Glamour","Fashion Puppy Collar Golden Glamour"
17301,"Fashion Puppy Collar Silver Glamour","Fashion Puppy Collar Silver Glamour"
17303,"Fashion Puppy Collar Canary Pie","Fashion Puppy Collar Canary Pie"
17304,"Fashion Puppy Collar Silver Lining","Fashion Puppy Collar Silver Lining"
17305,"Fashion Puppy Collar Water Baby","Fashion Puppy Collar Water Baby"
16782,"Cat Collar Elastic Pink","Cat Collar Elastic Pink"
16783,"Cat Collar Elastic Blue","Cat Collar Elastic Blue"
16781,"Cat Collar Suede Black","Cat Collar Suede Black"
DPE0015,"Eukanuba Puppy Chicken Small Breed 1kg","Eukanuba Puppy Chicken Small Breed"
DPE0045,"Eukanuba Puppy Chicken Small Breed 3kg","Eukanuba Puppy Chicken Small Breed"
DPE0065,"Eukanuba Puppy Chicken Small Breed 7.5kg","Eukanuba Puppy Chicken Small Breed"
DPE0001,"Eukanuba Puppy Chicken Small Breed","Eukanuba Puppy Chicken Small Breed"
17306,"Fashion Cat Collar Glitzy Blue","Fashion Cat Collar Glitzy Blue"
17307,"Fashion Cat Collar Cupcake","Fashion Cat Collar Cupcake"
17308,"Fashion Cat Collar Fish Bowl Pink","Fashion Cat Collar Fish Bowl Pink"
DPE0105,"Eukanuba Puppy Chicken Medium Breed 3kg","Eukanuba Puppy Chicken Medium Breed"
17309,"Fashion Cat Collar She Gone Wild","Fashion Cat Collar She Gone Wild"
DPE0125,"Eukanuba Puppy Chicken Medium Breed 9kg","Eukanuba Puppy Chicken Medium Breed"
DPE0145,"Eukanuba Puppy Chicken Medium Breed 15kg","Eukanuba Puppy Chicken Medium Breed"
DPE0150,"Eukanuba Puppy Chicken Medium Breed 18kg (incl Bonus 3kg) ","Eukanuba Puppy Chicken Medium Breed"
DPE0002,"Eukanuba Puppy Chicken Medium Breed ","Eukanuba Puppy Chicken Medium Breed"
DPE0205,"Eukanuba Puppy Chicken Large Breed 3kg","Eukanuba Puppy Chicken Large Breed"
DPE0225,"Eukanuba Puppy Chicken Large Breed 9kg","Eukanuba Puppy Chicken Large Breed"
DPE0245,"Eukanuba Puppy Chicken Large Breed 15kg","Eukanuba Puppy Chicken Large Breed"
DPE0250,"Eukanuba Puppy Chicken Large Breed 18kg (incl Bonus 3kg)","Eukanuba Puppy Chicken Large Breed"
DPE0003,"Eukanuba Puppy Chicken Large Breed","Eukanuba Puppy Chicken Large Breed"
DHS0020,"Sentinel Spectrum Chewable Tablet for Dogs up to 4kgs 3pk",
DHS0040,"Sentinel Spectrum Chewable Tablet for Dogs up to 4kgs 6pk  ",
DHS002,"Sentinel Spectrum Chewable Tablet for Dogs up to 4kgs","Sentinel Spectrum Chewable Tablet for Dogs"
DHS0060,"Sentinel Spectrum Chewable Tablet for Dogs 4.1kgs-11kgs 3pk",
DHS0080,"Sentinel Spectrum Chewable Tablet for Dogs 4.1kgs-11kgs 6pk  ",
DHS006,"Sentinel Spectrum Chewable Tablet for Dogs 4.1kgs-11kgs","Sentinel Spectrum Chewable Tablet for Dogs"
DHS0100,"Sentinel Spectrum Chewable Tablet for Dogs 11.1kgs-22kgs 3pk",
DHS0120,"Sentinel Spectrum Chewable Tablet for Dogs 11.1kgs-22kgs 6pk  ",
DPE0295,"Eukanuba Adult Chicken Small Breed 1kg","Eukanuba Adult Chicken Small Breed"
DHS010,"Sentinel Spectrum Chewable Tablet for Dogs 11.1kgs-22kgs","Sentinel Spectrum Chewable Tablet for Dogs"
DPE0325,"Eukanuba Adult Chicken Small Breed 3kg","Eukanuba Adult Chicken Small Breed"
DPE0345,"Eukanuba Adult Chicken Small Breed 7.5kg","Eukanuba Adult Chicken Small Breed"
DPE0004,"Eukanuba Adult Chicken Small Breed","Eukanuba Adult Chicken Small Breed"
DHS0140,"Sentinel Spectrum Chewable Tablet for Dogs 22.1kgs-45kgs 3pk",
DHS0160,"Sentinel Spectrum Chewable Tablet for Dogs 22.1kgs-45kgs 6pk  ",
DHS014,"Sentinel Spectrum Chewable tablet for Dogs 22.1kgs-45kgs","Sentinel Spectrum Chewable Tablets for Dogs"
DPE0410,"Eukanuba Adult Chicken Medium Breed 9kg","Eukanuba Adult Chicken Medium Breed"
DPE0425,"Eukanuba Adult Chicken Medium Breed 15kg","Eukanuba Adult Chicken Medium Breed"
DPE0385,"Eukanuba Adult Chicken Medium Breed 3kg","Eukanuba Adult Chicken Medium Breed"
DHP3160,"Quit Itch Shampoo 250ml","Quit Itch Shampoo and Lotion"
DPE0005,"Eukanuba Adult Chicken Medium Breed","Eukanuba Adult Chicken Medium Breed"
DHP3180,"Quit Itch Shampoo 500ml","Quit Itch Shampoo and Lotion"
DPE0485,"Eukanuba Adult Chicken Large Breed 3kg","Eukanuba Adult Chicken Large Breed"
DPE0510,"Eukanuba Adult Chicken Large Breed 9kg","Eukanuba Adult Chicken Large Breed"
DPE0526,"Eukanuba Adult Chicken Large Breed 15kg","Eukanuba Adult Chicken Large Breed"
DHP3200,"Quit Itch Shampoo 1ltr","Quit Itch Shampoo and Lotion"
DPE0006,"Eukanuba Adult Chicken Large Breed","Eukanuba Adult Chicken Large Breed"
DHP316,"Quit Itch Shampoo and Lotion","Quit Itch Shampoo and Lotion"
DGT0200,"Hoss Gloss Medicated Shampoo 1ltr",
DGT020,"Hoss Gloss Medicated Shampoo","Hoss Gloss Medicated Shampoo"
DGT0220,"Hoss Gloss Medicated Shampoo 5ltr",
DPE0575,"Eukanuba Adult Weight Control Small Breed 1kg","Eukanuba Adult Weight Control Small Breed"
DPE0585,"Eukanuba Adult Weight Control Small Breed 3kg","Eukanuba Adult Weight Control Small Breed"
DPE0605,"Eukanuba Adult Weight Control Small Breed 7.5kg","Eukanuba Adult Weight Control Small Breed"
17311,"Fashion Cat Collar I See Fish","Fashion Cat Collar I See Fish"
17312,"Fashion Cat Collar He Gone Wild","Fashion Cat Collar He Gone Wild"
DPE0007,"Eukanuba Adult Weight Control Small Breed","Eukanuba Adult Weight Control Small Breed"
17313,"Fashion Cat Collar Glitter Paws","Fashion Cat Collar Glitter Paws"
17314,"Fashion Cat Collar Fireman Red","Fashion Cat Collar Fireman Red"
17315,"Fashion Cat Collar Silver Alley Cat","Fashion Cat Collar Silver Alley Cat"
17316,"Fashion Cat Collar Matrix","Fashion Cat Collar Matrix"
17317,"Fashion Cat Collar Shazam","Fashion Cat Collar Shazam"
17318,"Fashion Cat Collar Sassy White","Fashion Cat Collar Sassy White"
DPE0625,"Eukanuba Adult Weight Control Medium Breed 3kg","Eukanuba Adult Weight Control Medium Breed"
17319,"Fashion Cat Collar Mai Style","Fashion Cat Collar Mai Style"
DPE0645,"Eukanuba Adult Weight Control Medium Breed 7.5kg","Eukanuba Adult Weight Control Medium Breed"
17320,"Fashion Cat Collar I Dream in Purple","Fashion Cat Collar I Dream in Purple"
DPE0665,"Eukanuba Adult Weight Control Medium Breed 15kg","Eukanuba Adult Weight Control Medium Breed"
DPE0008,"Eukanuba Adult Weight Control Medium Breed","Eukanuba Adult Weight Control Medium Breed"
17321,"Fashion Cat Collar Africa Wild","Fashion Cat Collar Africa Wild"
DPE0675,"Eukanuba Adult Weight Control Large Breed 3kg","Eukanuba Adult Weight Control Large Breed"
DPE0685,"Eukanuba Adult Weight Control Large Breed 7.5kg","Eukanuba Adult Weight Control Large Breed"
DPE0705,"Eukanuba Adult Weight Control Large Breed 15kg","Eukanuba Adult Weight Control Large Breed"
DPE0009,"Eukanuba Adult Weight Control Large Breed","Eukanuba Adult Weight Control Large Breed"
16820,"QuickFit Muzzle Small","QuickFit Muzzle Small"
16821,"QuickFit Muzzle Medium","QuickFit Muzzle Medium"
16822,"QuickFit Muzzle Large","QuickFit Muzzle Large"
16823,"QuickFit Muzzle Extra Large","QuickFit Muzzle Extra Large"
MUZZLE1,"PETLIFE QuickFit Muzzle ","QuickFit Muzzle "
16876,"Baskerville Muzzle Extra Small","Baskerville Muzzle Extra Small"
16877,"Baskerville Muzzle Small","Baskerville Muzzle Small"
16878,"Baskerville Muzzle Medium","Baskerville Muzzle Medium"
16879,"Baskerville Muzzle Large","Baskerville Muzzle Large"
16880,"Baskerville Muzzle Extra Large","Baskerville Muzzle Extra Large"
DPE0715,"Eukanuba Mature & Senior Chicken Small Breed 1kg","Eukanuba Mature & Senior Chicken Small Breed"
16881,"Baskerville Muzzle Extra Extra Large","Baskerville Muzzle Extra Extra Large"
MUZZLE2,"PETLIFE Baskerville Muzzle ","Baskerville Muzzle"
DPE0726,"Eukanuba Mature & Senior Chicken Small Breed 3kg","Eukanuba Mature & Senior Chicken Small Breed"
DPE0745,"Eukanuba Mature & Senior Chicken Small Breed 7.5kg","Eukanuba Mature & Senior Chicken Small Breed"
DPE0010,"Eukanuba Mature & Senior Chicken Small Breed","Eukanuba Mature & Senior Chicken Small Breed"
DPE0765,"Eukanuba Mature & Senior Chicken Medium Breed 3kg","Eukanuba Mature & Senior Chicken Medium Breed"
DPE0785,"Eukanuba Mature & Senior Chicken Medium Breed 7.5kg","Eukanuba Mature & Senior Chicken Medium Breed"
DPE0805,"Eukanuba Mature & Senior Chicken Medium Breed 15kg","Eukanuba Mature & Senior Chicken Medium Breed"
DPE0011,"Eukanuba Mature & Senior Chicken Medium Breed","Eukanuba Mature & Senior Chicken Medium Breed"
DPE0810,"Eukanuba Mature & Senior Chicken Large Breed 3kg","Eukanuba Mature & Senior Chicken Large Breed"
DPE0825,"Eukanuba Mature & Senior Chicken Large Breed 7.5kg","Eukanuba Mature & Senior Chicken Large Breed"
DPE0845,"Eukanuba Mature & Senior Chicken Large Breed 15kg","Eukanuba Mature & Senior Chicken Large Breed"
DPE0012,"Eukanuba Mature & Senior Chicken Large Breed","Eukanuba Mature & Senior Chicken Large Breed"
DPE1105,"Eukanuba Adult Daily Care Sensitive Skin 2.3kg","Eukanuba Adult Daily Care Sensitive Skin "
09039,"PETLIFE Matt Breaker","Matt Breaker"
DPE1115,"Eukanuba Adult Daily Care Sensitive Skin 12kg","Eukanuba Adult Daily Care Sensitive Skin "
DPE0014,"Eukanuba Adult Daily Care Sensitive Skin ","Eukanuba Adult Daily Care Sensitive Skin "
09036,"PETLIFE Rotating Pin Comb","Rotating Pin Comb"
DPE1185,"Eukanuba Adult Daily Care Sensitive Joints 2.5kg","Eukanuba Adult Daily Care Sensitive Joints "
09027,"PETLIFE Undercoat Rake","Undercoat Comb"
DPE1195,"Eukanuba Adult Daily Care Sensitive Joints 12.5kg","Eukanuba Adult Daily Care Sensitive Joints "
DPE0016,"Eukanuba Adult Daily Care Sensitive Joints ","Eukanuba Adult Daily Care Sensitive Joints "
09038,"PETLIFE Undercoat Comb","Undercoat Comb"
DPE1145,"Eukanuba Adult Daily Care Sensitive Digestion  2.5kg","Eukanuba Adult Daily Care Sensitive Digestion "
DPE1155,"Eukanuba Adult Daily Care Sensitive Digestion 12.5kg","Eukanuba Adult Daily Care Sensitive Digestion "
DPE0018,"Eukanuba Adult Daily Care Sensitive Digestion ","Eukanuba Adult Daily Care Sensitive Digestion "
09035,"PETLIFE Flexi Combo Slicker Brush for Puppies","Flexi Combo Slicker Brush for Puppies"
09033,"PETLIFE Self Cleaning Slicker Brush ","Self Cleaning Slicker Brush "
DPE0850,"Eukanuba Adult Daily Care Senior 9+ 2.5kg","Eukanuba Adult Daily Care Senior 9+"
DPE0855,"Eukanuba Adult Daily Care Senior 9+ 12kg","Eukanuba Adult Daily Care Senior 9+"
DPE0013,"Eukanuba Adult Daily Care Senior 9+","Eukanuba Adult Daily Care Senior 9+"
09048,"SHEDEZE Deshedding Tool Small","SHEDEZE Deshedding Tool Small"
09049,"SHEDEZE Deshedding Tool Medium","SHEDEZE Deshedding Tool Medium"
09050,"SHEDEZE Deshedding Tool Large","SHEDEZE Deshedding Tool Large"
SHED1,"SHEDEZE Deshedding Tool","SHEDEZE Deshedding Tool"
09037,"PETLIFE Flea Control Comb","Flea Control Comb"
09045,"PETLIFE Face Scissors & Comb Set","Face Scissors & Comb Set"
09043,"PETLIFE Grooming Scissors","Grooming Scissors"
09044,"PETLIFE Thinning Scissors","Thinning Scissors"
09047,"SHEDEZE Deshedding Blade","SHEDEZE Deshedding Blade"
09028,"PETLIFE Shiny Coat Combo Brush","Shinny Coat Combo Brush"
09040,"PETLIFE Nail Clippers","Nail Clippers"
09041,"PETLIFE Guillotine Nail Clippers ","Guillotine Nail Clippers "
09029,"PETLIFE Shiny Coat Porcupine Brush ","Shiny Coat Porcupine Brush "
09031,"PETLIFE Slicker Brush Small","Slicker Brush Small"
09032,"PETLIFE Slicker Brush Large","Slicker Brush Large"
BRUSH1,"PETLIFE Slicker Brush","Slicker Brush"
09034,"PETLIFE Flexi Combo Slicker Brush for Cats","Flexi Combo Slicker Brush"
09042,"PETLIFE Soap Dispensing Massage Brush","Soap Dispensing Massage Brush"
CPR0355,"Royal Canin Cat Ageing +12 2kgs","Royal Canin Cat Ageing +12 "
DTE0080,"Eukanuba Healthy Extras Adult Maintenance Treats","Healthy Extras Adult Maintenance Treats"
DTE0060,"Eukanuba Healthy Extras Adult Large Breed Maintenance Treats","Healthy Extras Adult Large Breed Maintenance Treats"
DTE0020,"Eukanuba Healthy Extras Puppy Treats","Healthy Puppy Treats"
DTE0100,"Eukanuba Healthy Extras Weight Control Treats","Healthy Extras Weight Control Treats"
DTE0040,"Eukanuba Healthy Extras Adult Small Breed Treats","Eukanuba Healthy Extras Adult Small Breed Treats"
CPR0020,"Royal Canin Cat Babycat 2kgs","Royal Canin Cat BabyCat"
CPR0622,"Royal Canin Cat British Short Hair 2kgs",
CPR0624,"Royal Canin Cat British Short Hair 4kgs",
14000,"Royal Canin Cat British Short Hair ",
CPR0160,"Royal Canin Cat Exigent 2kgs",
CPR0180,"Royal Canin Cat Exigent 4kgs",
ROYEXI,"Royal Canin Cat Exigent","Royal Canin Cat Exigent"
CPR0140,"Royal Canin Cat Exigent Protein 2kgs","Royal Canin Cat Exigent Protein "
CPR0120,"Royal Canin Cat Exigent Aroma 2kgs","Royal Canin Exigent Aroma Cat"
CPR0200,"Royal Canin Cat Fit 2kgs",
CPR0220,"Royal Canin Cat Fit 4kgs",
CPR0240,"Royal Canin Cat Fit 15kgs",
ROY456,"Royal Canin Cat Fit","Royal Canin Cat Fit"
DPP0600,"Pro Plan Senior Chicken & Rice 3kg","Pro Plan Senior Chicken & Rice 3kg"
CPR0260,"Royal Canin Cat Indoor 2kgs",
DPP0640,"Pro Plan Senior Chicken & Rice 15kg","Pro Plan Senior Chicken & Rice 15kg"
CPR0280,"Royal Canin Cat Indoor 4kgs",
PRODOG11,"Pro Plan Senior Chicken & Rice","Pro Plan Senior Chicken & Rice "
CPR0300,"Royal Canin Cat Indoor 10kgs",
ROY567,"Royal Canin Cat Indoor","Royal Canin Cat Indoor"
CPR0400,"Royal Canin Cat Intense Hairball 2kgs",
CPR0420,"Royal Canin Cat Intense Hairball 4kgs",
ROY678,"Royal Canin Cat Intense Hairball","Royal Canin Cat Intense hairball"
CPR0060,"Royal Canin Cat Kitten 2kgs",
CPR0080,"Royal Canin Cat Kitten 4kgs",
CPR0100,"Royal Canin Cat Kitten 10kgs",
ROY890,"Royal Canin Cat Kitten","Royal Canin Cat kitten"
CPR0320,"Royal Canin Cat Indoor Mature 1.5kgs",
CPR0340,"Royal Canin Cat Indoor Mature 3.5kgs",
ROY011,"Royal Canin Cat Indoor Mature","Royal Canin Cat Indoor Mature"
CPR0440,"Royal Canin Cat Light 2kgs",
CPR0460,"Royal Canin Cat Light 3.5kgs",
ROY013,"Royal Canin Cat Light","Royal Canin Cat light"
CPR0520,"Royal Canin Cat Maine Coon 2kgs",
CPR0540,"Royal Canin Cat Maine Coon 10kgs",
ROY014,"Royal Canin Cat Maine Coon","Royal Canin Cat Maine Coon"
CPR0480,"Royal Canin Cat Oral Sensitive 1.5kgs",
CPR0500,"Royal Canin Cat Oral Sensitive 3.5kgs",
ROY017,"Royal Canin Cat Oral Sensitive ",
CPR0560,"Royal Canin Cat Persian 2kgs",
CPR0580,"Royal Canin Cat Persian 10kgs",
ROY018,"Royal Canin Cat Persian","Royal Canin Cat Persian"
CPR0626,"Royal Canin Cat Ragdoll 2kgs","royal canin cat ragdoll"
CPR0360,"Royal Canin Cat Sensible 2kgs",
